name,region,longitude,latitude,worldX,worldY,locationtype,locationtypeenum,mplongitude,mplatitude,gisX,gisY,dungeontype
Woodsly Grange,Wrothgarian Mountains,113192,47528,884,128,HomeFarms,HomeFarms,884.3125,-127.6875,884.5,-128.5,
Woodsly Grange,Northmoor,29736,55592,232,65,HomeFarms,HomeFarms,232.3125,-64.6875,232.5,-65.5,
Old Gwynanna's Shack,Wrothgarian Mountains,118952,47528,929,128,HomePoor,HomePoor,929.3125,-127.6875,929.5,-128.5,
The Queen's Helm Hostel,Wrothgarian Mountains,126504,47528,988,128,Tavern,Tavern,988.3125,-127.6875,988.5,-128.5,
The Queen's Helm Hostel,Phrygias,69160,63144,540,6,Tavern,Tavern,540.3125,-5.6875,540.5,-6.5,
Old Chrystyn's Place,Wrothgarian Mountains,98856,47400,772,129,HomePoor,HomePoor,772.3125,-128.6875,772.5,-129.5,
The Moorston Farmstead,Wrothgarian Mountains,102184,47400,798,129,HomeFarms,HomeFarms,798.3125,-128.6875,798.5,-129.5,
The Moorston Farmstead,Bhoraine,76968,48552,601,120,HomeFarms,HomeFarms,601.3125,-119.6875,601.5,-120.5,
The Moorston Farmstead,Daenia,50856,57256,397,52,HomeFarms,HomeFarms,397.3125,-51.6875,397.5,-52.5,
The Moorston Farmstead,Shalgora,40744,41384,318,176,HomeFarms,HomeFarms,318.3125,-175.6875,318.5,-176.5,
Kingsley Orchard,Wrothgarian Mountains,111144,47400,868,129,HomeFarms,HomeFarms,868.3125,-128.6875,868.5,-129.5,
Kingsley Orchard,Kambria,74536,53032,582,85,HomeFarms,HomeFarms,582.3125,-84.6875,582.5,-85.5,
The Old Greensly Place,Wrothgarian Mountains,112936,47400,882,129,HomePoor,HomePoor,882.3125,-128.6875,882.5,-129.5,
Sekthrac,Wrothgarian Mountains,113960,47400,890,129,DungeonLabyrinth,DungeonLabyrinth,890.3125,-128.6875,890.5,-129.5,OrcStronghold
Old Lysyssa's Farm,Wrothgarian Mountains,116648,47400,911,129,HomeFarms,HomeFarms,911.3125,-128.6875,911.5,-129.5,
Ruins of Masterham Manor,Wrothgarian Mountains,119592,47400,934,129,DungeonRuin,DungeonRuin,934.3125,-128.6875,934.5,-129.5,NaturalCave
Ruins of The Woodsley Farmstead,Wrothgarian Mountains,122536,47400,957,129,DungeonRuin,DungeonRuin,957.3125,-128.6875,957.5,-129.5,OrcStronghold
Rattudon,Wrothgarian Mountains,125096,47400,977,129,DungeonLabyrinth,DungeonLabyrinth,977.3125,-128.6875,977.5,-129.5,OrcStronghold
The Green Woodchuck Tavern,Wrothgarian Mountains,126120,47400,985,129,Tavern,Tavern,985.3125,-128.6875,985.5,-129.5,
Wailing Martyr of Kynareth,Wrothgarian Mountains,98216,47272,767,130,ReligionTemple,ReligionTemple,767.3125,-129.6875,767.5,-130.5,
Wailing Martyr of Kynareth,Daggerfall,19752,36520,154,214,ReligionTemple,ReligionTemple,154.3125,-213.6875,154.5,-214.5,
Ruins of The Masterfield Cabin,Wrothgarian Mountains,100776,47272,787,130,DungeonRuin,DungeonRuin,787.3125,-129.6875,787.5,-130.5,VolcanicCaves
The Laughing Badger Lodge,Wrothgarian Mountains,102440,47272,800,130,Tavern,Tavern,800.3125,-129.6875,800.5,-130.5,
The Laughing Badger Lodge,Daggerfall,20648,44456,161,152,Tavern,Tavern,161.3125,-151.6875,161.5,-152.5,
The Andistair Excavation,Wrothgarian Mountains,102952,47272,804,130,DungeonLabyrinth,DungeonLabyrinth,804.3125,-129.6875,804.5,-130.5,Mine
The Wicksmith Farmstead,Wrothgarian Mountains,103592,47272,809,130,HomeFarms,HomeFarms,809.3125,-129.6875,809.5,-130.5,
The Wicksmith Farmstead,Anticlere,51240,40232,400,185,HomeFarms,HomeFarms,400.3125,-184.6875,400.5,-185.5,
The Wicksmith Farmstead,Daenia,45096,50728,352,103,HomeFarms,HomeFarms,352.3125,-102.6875,352.5,-103.5,
The Wicksmith Farmstead,Gavaudon,124200,37160,970,209,HomeFarms,HomeFarms,970.3125,-208.6875,970.5,-209.5,
Old Barbona's Shack,Wrothgarian Mountains,106152,47272,829,130,HomePoor,HomePoor,829.3125,-129.6875,829.5,-130.5,
Weeping Relic of Kynareth,Wrothgarian Mountains,112296,47272,877,130,ReligionTemple,ReligionTemple,877.3125,-129.6875,877.5,-130.5,
Weeping Relic of Kynareth,Daggerfall,38184,40488,298,183,ReligionTemple,ReligionTemple,298.3125,-182.6875,298.5,-183.5,
The Laboratory of Perore,Wrothgarian Mountains,114344,47272,893,130,DungeonLabyrinth,DungeonLabyrinth,893.3125,-129.6875,893.5,-130.5,Laboratory
The Stronghold of Hearthwing,Wrothgarian Mountains,118184,47272,923,130,DungeonKeep,DungeonKeep,923.3125,-129.6875,923.5,-130.5,Mine
The Tower of Ashton,Wrothgarian Mountains,123176,47272,962,130,DungeonKeep,DungeonKeep,962.3125,-129.6875,962.5,-130.5,Mine
The Tower of Ashton,Wrothgarian Mountains,123176,47272,962,130,DungeonKeep,DungeonKeep,962.3125,-129.6875,962.5,-130.5,DesecratedTemple
The Tower of Ashton,Ilessan Hills,25896,53672,202,80,DungeonKeep,DungeonKeep,202.3125,-79.6875,202.5,-80.5,Mine
The Tower of Ashton,Ilessan Hills,25896,53672,202,80,DungeonKeep,DungeonKeep,202.3125,-79.6875,202.5,-80.5,DesecratedTemple
Bleeding Rebirth of Kynareth,Wrothgarian Mountains,108584,47144,848,131,ReligionTemple,ReligionTemple,848.3125,-130.6875,848.5,-131.5,
Old Gwynyvyra's Place,Wrothgarian Mountains,114856,47144,897,131,HomePoor,HomePoor,897.3125,-130.6875,897.5,-131.5,
Ruins of Gaerfield Manor,Wrothgarian Mountains,97704,47016,763,132,DungeonRuin,DungeonRuin,763.3125,-131.6875,763.5,-132.5,NaturalCave
Gentle Tree of Kynareth,Wrothgarian Mountains,102696,47016,802,132,ReligionTemple,ReligionTemple,802.3125,-131.6875,802.5,-132.5,
Gentle Tree of Kynareth,Daggerfall,25512,41128,199,178,ReligionTemple,ReligionTemple,199.3125,-177.6875,199.5,-178.5,
Ruins of Kinging's Hold,Wrothgarian Mountains,114088,47016,891,132,DungeonRuin,DungeonRuin,891.3125,-131.6875,891.5,-132.5,OrcStronghold
The Yeomcroft Cemetery,Wrothgarian Mountains,119080,47016,930,132,Graveyard,Graveyard,930.3125,-131.6875,930.5,-132.5,Cemetery
THe Crypts of Wickwing,Wrothgarian Mountains,120872,47016,944,132,Graveyard,Graveyard,944.3125,-131.6875,944.5,-132.5,Cemetery
Newbeth Commons,Wrothgarian Mountains,121360,47000,948,132,TownHamlet,TownHamlet,948.125,-131.8125,948.5,-132.5,
The Dancing Djinn Pub,Wrothgarian Mountains,124328,47016,971,132,Tavern,Tavern,971.3125,-131.6875,971.5,-132.5,
The Dancing Djinn Pub,Totambu,111016,17064,867,366,Tavern,Tavern,867.3125,-365.6875,867.5,-366.5,
Burgville,Wrothgarian Mountains,100768,46880,787,133,TownVillage,TownVillage,787.25,-132.75,787.5,-133.5,
Ruins of Masterton's Guard,Wrothgarian Mountains,101288,46888,791,133,DungeonRuin,DungeonRuin,791.3125,-132.6875,791.5,-133.5,Laboratory
Ruins of The Wicksmith Cabin,Wrothgarian Mountains,107816,46888,842,133,DungeonRuin,DungeonRuin,842.3125,-132.6875,842.5,-133.5,NaturalCave
The Andastyr Mines,Wrothgarian Mountains,108840,46888,850,133,DungeonLabyrinth,DungeonLabyrinth,850.3125,-132.6875,850.5,-133.5,Mine
Old Vyctorya's Place,Wrothgarian Mountains,109096,46888,852,133,HomePoor,HomePoor,852.3125,-132.6875,852.5,-133.5,
Ruins of The Hold of Buckingsly,Wrothgarian Mountains,109480,46888,855,133,DungeonRuin,DungeonRuin,855.3125,-132.6875,855.5,-133.5,VampireHaunt
Ruins of Old Ysorya's Place,Wrothgarian Mountains,109992,46888,859,133,DungeonRuin,DungeonRuin,859.3125,-132.6875,859.5,-133.5,NaturalCave
Burgbury,Wrothgarian Mountains,112528,46872,879,133,TownHamlet,TownHamlet,879.125,-132.8125,879.5,-133.5,
Ruins of The Citadel of Moorton,Wrothgarian Mountains,112936,46888,882,133,DungeonRuin,DungeonRuin,882.3125,-132.6875,882.5,-133.5,OrcStronghold
Inverobeon Hall,Wrothgarian Mountains,113832,46888,889,133,DungeonLabyrinth,DungeonLabyrinth,889.3125,-132.6875,889.5,-133.5,VampireHaunt
The Beaver and Giant Pub,Wrothgarian Mountains,120360,46888,940,133,Tavern,Tavern,940.3125,-132.6875,940.5,-133.5,
The Beaver and Giant Pub,Ykalon,46248,62376,361,12,Tavern,Tavern,361.3125,-11.6875,361.5,-12.5,
The Beaver and Giant Pub,Totambu,112296,14504,877,386,Tavern,Tavern,877.3125,-385.6875,877.5,-386.5,
The Fortress of Hearthton,Wrothgarian Mountains,121640,46888,950,133,DungeonKeep,DungeonKeep,950.3125,-132.6875,950.5,-133.5,Mine
The Fortress of Hearthton,Wrothgarian Mountains,121640,46888,950,133,DungeonKeep,DungeonKeep,950.3125,-132.6875,950.5,-133.5,SpiderNest
The Fortress of Hearthton,Ilessan Hills,36648,53160,286,84,DungeonKeep,DungeonKeep,286.3125,-83.6875,286.5,-84.5,Mine
The Fortress of Hearthton,Ilessan Hills,36648,53160,286,84,DungeonKeep,DungeonKeep,286.3125,-83.6875,286.5,-84.5,SpiderNest
The Citadel of Hearthwing,Wrothgarian Mountains,98600,46760,770,134,DungeonKeep,DungeonKeep,770.3125,-133.6875,770.5,-134.5,Mine
The Old Wickcroft Hovel,Wrothgarian Mountains,98984,46760,773,134,HomePoor,HomePoor,773.3125,-133.6875,773.5,-134.5,
Ruins of Moorston Hall,Wrothgarian Mountains,101032,46760,789,134,DungeonRuin,DungeonRuin,789.3125,-133.6875,789.5,-134.5,HarpyNest
The Graves of Masterhart,Wrothgarian Mountains,102312,46760,799,134,Graveyard,Graveyard,799.3125,-133.6875,799.5,-134.5,Cemetery
Eternal Relic of Kynareth,Wrothgarian Mountains,104104,46760,813,134,ReligionTemple,ReligionTemple,813.3125,-133.6875,813.5,-134.5,
Old Evelausa's Place,Wrothgarian Mountains,104744,46760,818,134,HomePoor,HomePoor,818.3125,-133.6875,818.5,-134.5,
Old Evelausa's Place,Daggerfall,14504,38568,113,198,HomePoor,HomePoor,113.3125,-197.6875,113.5,-198.5,
Old Carololda's Place,Wrothgarian Mountains,106664,46760,833,134,HomePoor,HomePoor,833.3125,-133.6875,833.5,-134.5,
The Woodsmith Graveyard,Wrothgarian Mountains,110248,46760,861,134,Graveyard,Graveyard,861.3125,-133.6875,861.5,-134.5,Cemetery
Ruins of Wickfield Palace,Wrothgarian Mountains,113192,46760,884,134,DungeonRuin,DungeonRuin,884.3125,-133.6875,884.5,-134.5,SpiderNest
Kirkfort Borough,Wrothgarian Mountains,116008,46752,906,134,TownVillage,TownVillage,906.3125,-133.75,906.5,-134.5,
Baelcester,Wrothgarian Mountains,118424,46744,925,134,TownHamlet,TownHamlet,925.1875,-133.8125,925.5,-134.5,
Fearful Relic of Kynareth,Wrothgarian Mountains,120616,46760,942,134,ReligionTemple,ReligionTemple,942.3125,-133.6875,942.5,-134.5,
Ruins of The Old Kington Shack,Wrothgarian Mountains,115496,46632,902,135,DungeonRuin,DungeonRuin,902.3125,-134.6875,902.5,-135.5,Mine
The Thirsty Dragon Tavern,Wrothgarian Mountains,116264,46632,908,135,Tavern,Tavern,908.3125,-134.6875,908.5,-135.5,
The King's Wolf Inn,Wrothgarian Mountains,116648,46632,911,135,Tavern,Tavern,911.3125,-134.6875,911.5,-135.5,
The Buckingston Plantation,Wrothgarian Mountains,121768,46632,951,135,HomeFarms,HomeFarms,951.3125,-134.6875,951.5,-135.5,
The Kingwing Cemetery,Wrothgarian Mountains,122920,46632,960,135,Graveyard,Graveyard,960.3125,-134.6875,960.5,-135.5,Cemetery
The Kingwing Cemetery,Wrothgarian Mountains,122920,46632,960,135,Graveyard,Graveyard,960.3125,-134.6875,960.5,-135.5,Cemetery
The Kingwing Cemetery,Ilessan Hills,43816,53416,342,82,Graveyard,Graveyard,342.3125,-81.6875,342.5,-82.5,Cemetery
The Kingwing Cemetery,Ilessan Hills,43816,53416,342,82,Graveyard,Graveyard,342.3125,-81.6875,342.5,-82.5,Cemetery
Old Lysayne's Hovel,Wrothgarian Mountains,124328,46632,971,135,HomePoor,HomePoor,971.3125,-134.6875,971.5,-135.5,
Fontpath,Wrothgarian Mountains,100504,46480,785,136,TownHamlet,TownHamlet,785.1875,-135.875,785.5,-136.5,
Ruins of Old Elyzyna's Hovel,Wrothgarian Mountains,104616,46504,817,136,DungeonRuin,DungeonRuin,817.3125,-135.6875,817.5,-136.5,NaturalCave
Nordred,Wrothgarian Mountains,106152,46504,829,136,DungeonLabyrinth,DungeonLabyrinth,829.3125,-135.6875,829.5,-136.5,OrcStronghold
Nordred,Wrothgarian Mountains,106152,46504,829,136,DungeonLabyrinth,DungeonLabyrinth,829.3125,-135.6875,829.5,-136.5,GiantStronghold
Nordred,Wrothgarian Mountains,106152,46504,829,136,DungeonLabyrinth,DungeonLabyrinth,829.3125,-135.6875,829.5,-136.5,GiantStronghold
Nordred,Ephesus,105384,3752,823,470,DungeonLabyrinth,DungeonLabyrinth,823.3125,-469.6875,823.5,-470.5,OrcStronghold
Nordred,Ephesus,105384,3752,823,470,DungeonLabyrinth,DungeonLabyrinth,823.3125,-469.6875,823.5,-470.5,GiantStronghold
Nordred,Ephesus,105384,3752,823,470,DungeonLabyrinth,DungeonLabyrinth,823.3125,-469.6875,823.5,-470.5,GiantStronghold
Nordred,Ilessan Hills,38568,55336,301,67,DungeonLabyrinth,DungeonLabyrinth,301.3125,-66.6875,301.5,-67.5,OrcStronghold
Nordred,Ilessan Hills,38568,55336,301,67,DungeonLabyrinth,DungeonLabyrinth,301.3125,-66.6875,301.5,-67.5,GiantStronghold
Nordred,Ilessan Hills,38568,55336,301,67,DungeonLabyrinth,DungeonLabyrinth,301.3125,-66.6875,301.5,-67.5,GiantStronghold
The Bat and Giant Hostel,Wrothgarian Mountains,108328,46504,846,136,Tavern,Tavern,846.3125,-135.6875,846.5,-136.5,
Wildervale,Wrothgarian Mountains,120600,46488,942,136,TownHamlet,TownHamlet,942.1875,-135.8125,942.5,-136.5,
The Dirty Badger Tavern,Wrothgarian Mountains,123688,46504,966,136,Tavern,Tavern,966.3125,-135.6875,966.5,-136.5,
The Dirty Badger Tavern,Daggerfall,19240,41000,150,179,Tavern,Tavern,150.3125,-178.6875,150.5,-179.5,
Ruins of Kington Palace,Wrothgarian Mountains,124712,46504,974,136,DungeonRuin,DungeonRuin,974.3125,-135.6875,974.5,-136.5,Mine
Blessed Sunrise of Kynareth,Wrothgarian Mountains,125096,46504,977,136,ReligionTemple,ReligionTemple,977.3125,-135.6875,977.5,-136.5,
Gromrugoth,Wrothgarian Mountains,104360,46376,815,137,DungeonLabyrinth,DungeonLabyrinth,815.3125,-136.6875,815.5,-137.5,OrcStronghold
Tamley Commons,Wrothgarian Mountains,105248,46368,822,137,TownVillage,TownVillage,822.25,-136.75,822.5,-137.5,
Bleeding Prophet of Kynareth,Wrothgarian Mountains,106536,46376,832,137,ReligionTemple,ReligionTemple,832.3125,-136.6875,832.5,-137.5,
Old Ysayne's Place,Wrothgarian Mountains,106792,46376,834,137,HomePoor,HomePoor,834.3125,-136.6875,834.5,-137.5,
Old Ysayne's Place,Orsinium Area,113832,43176,889,162,HomePoor,HomePoor,889.3125,-161.6875,889.5,-162.5,
The Wickcroft Tombs,Wrothgarian Mountains,107304,46376,838,137,Graveyard,Graveyard,838.3125,-136.6875,838.5,-137.5,Cemetery
The Wickcroft Tombs,Wrothgarian Mountains,107304,46376,838,137,Graveyard,Graveyard,838.3125,-136.6875,838.5,-137.5,Cemetery
The Wickcroft Tombs,Phrygias,60328,63656,471,2,Graveyard,Graveyard,471.3125,-1.6875,471.5,-2.5,Cemetery
The Wickcroft Tombs,Phrygias,60328,63656,471,2,Graveyard,Graveyard,471.3125,-1.6875,471.5,-2.5,Cemetery
Ruins of The Gaersley Farmstead,Wrothgarian Mountains,125736,46376,982,137,DungeonRuin,DungeonRuin,982.3125,-136.6875,982.5,-137.5,NaturalCave
Ruins of The Gaersley Farmstead,Wrothgarian Mountains,125736,46376,982,137,DungeonRuin,DungeonRuin,982.3125,-136.6875,982.5,-137.5,RuinedCastle
Ruins of The Gaersley Farmstead,Ilessan Hills,32936,55464,257,66,DungeonRuin,DungeonRuin,257.3125,-65.6875,257.5,-66.5,NaturalCave
Ruins of The Gaersley Farmstead,Ilessan Hills,32936,55464,257,66,DungeonRuin,DungeonRuin,257.3125,-65.6875,257.5,-66.5,RuinedCastle
Graybury,Wrothgarian Mountains,126360,46352,987,137,TownCity,TownCity,987.1875,-136.875,987.5,-137.5,
Blessed Martyr of Kynareth,Wrothgarian Mountains,102824,46248,803,138,ReligionTemple,ReligionTemple,803.3125,-137.6875,803.5,-138.5,
Blessed Martyr of Kynareth,Daggerfall,22312,42920,174,164,ReligionTemple,ReligionTemple,174.3125,-163.6875,174.5,-164.5,
Moorfield Hall,Wrothgarian Mountains,103464,46248,808,138,HomeWealthy,HomeWealthy,808.3125,-137.6875,808.5,-138.5,
Moorfield Hall,Glenumbra Moors,12840,50984,100,101,HomeWealthy,HomeWealthy,100.3125,-100.6875,100.5,-101.5,
The Moorhart Plantation,Wrothgarian Mountains,108456,46248,847,138,HomeFarms,HomeFarms,847.3125,-137.6875,847.5,-138.5,
Ruins of Greensmith Grange,Wrothgarian Mountains,114728,46248,896,138,DungeonRuin,DungeonRuin,896.3125,-137.6875,896.5,-138.5,Mine
Castle Hearthhouse,Wrothgarian Mountains,120872,46248,944,138,DungeonKeep,DungeonKeep,944.3125,-137.6875,944.5,-138.5,SpiderNest
Burning Ascencion of Kynareth,Wrothgarian Mountains,121896,46248,952,138,ReligionTemple,ReligionTemple,952.3125,-137.6875,952.5,-138.5,
Burning Ascencion of Kynareth,Daggerfall,24104,42920,188,164,ReligionTemple,ReligionTemple,188.3125,-163.6875,188.5,-164.5,
The Old Gaersly Hovel,Wrothgarian Mountains,124328,46248,971,138,HomePoor,HomePoor,971.3125,-137.6875,971.5,-138.5,
The Old Gaersly Hovel,Alcaire,91944,50728,718,103,HomePoor,HomePoor,718.3125,-102.6875,718.5,-103.5,
Old Vannyvyra's Place,Wrothgarian Mountains,125352,46248,979,138,HomePoor,HomePoor,979.3125,-137.6875,979.5,-138.5,
Old Vannyvyra's Place,Daggerfall,21416,35240,167,224,HomePoor,HomePoor,167.3125,-223.6875,167.5,-224.5,
The Masterford Farmstead,Wrothgarian Mountains,126120,46248,985,138,HomeFarms,HomeFarms,985.3125,-137.6875,985.5,-138.5,
The Masterford Farmstead,Anticlere,51368,45480,401,144,HomeFarms,HomeFarms,401.3125,-143.6875,401.5,-144.5,
The Hole of Gerither,Wrothgarian Mountains,106280,46120,830,139,DungeonLabyrinth,DungeonLabyrinth,830.3125,-138.6875,830.5,-139.5,VolcanicCaves
Greensly Grange,Wrothgarian Mountains,107688,46120,841,139,HomeFarms,HomeFarms,841.3125,-138.6875,841.5,-139.5,
Buckingfield's Guard,Wrothgarian Mountains,114984,46120,898,139,DungeonKeep,DungeonKeep,898.3125,-138.6875,898.5,-139.5,SpiderNest
Cromgate,Wrothgarian Mountains,115224,46104,900,139,TownHamlet,TownHamlet,900.1875,-138.8125,900.5,-139.5,
Ruins of The Hold of Greenhart,Wrothgarian Mountains,119080,46120,930,139,DungeonRuin,DungeonRuin,930.3125,-138.6875,930.5,-139.5,Mine
Lamidge,Wrothgarian Mountains,120088,46104,938,139,TownHamlet,TownHamlet,938.1875,-138.8125,938.5,-139.5,
The Kingfield Plantation,Wrothgarian Mountains,123944,46120,968,139,HomeFarms,HomeFarms,968.3125,-138.6875,968.5,-139.5,
Ruins of Greensley Manor,Wrothgarian Mountains,125608,46120,981,139,DungeonRuin,DungeonRuin,981.3125,-138.6875,981.5,-139.5,VampireHaunt
Woodwing Manor,Wrothgarian Mountains,101288,45992,791,140,HomeWealthy,HomeWealthy,791.3125,-139.6875,791.5,-140.5,
Woodwing Manor,Daggerfall,36136,42792,282,165,HomeWealthy,HomeWealthy,282.3125,-164.6875,282.5,-165.5,
Woodwing Manor,Anticlere,54056,48680,422,119,HomeWealthy,HomeWealthy,422.3125,-118.6875,422.5,-119.5,
The Pit of Maelanxiah,Wrothgarian Mountains,106024,45992,828,140,DungeonLabyrinth,DungeonLabyrinth,828.3125,-139.6875,828.5,-140.5,NaturalCave
Blacktale,Wrothgarian Mountains,116760,45976,912,140,TownHamlet,TownHamlet,912.1875,-139.8125,912.5,-140.5,
Ruins of Hearthhouse's Hold,Wrothgarian Mountains,117160,45992,915,140,DungeonRuin,DungeonRuin,915.3125,-139.6875,915.5,-140.5,VolcanicCaves
The Lucky Goat Hostel,Wrothgarian Mountains,119720,45992,935,140,Tavern,Tavern,935.3125,-139.6875,935.5,-140.5,
The Buckinging Cemetery,Wrothgarian Mountains,121640,45992,950,140,Graveyard,Graveyard,950.3125,-139.6875,950.5,-140.5,Cemetery
The Buckinging Cemetery,Wrothgarian Mountains,121640,45992,950,140,Graveyard,Graveyard,950.3125,-139.6875,950.5,-140.5,Cemetery
The Buckinging Cemetery,Ykalon,41128,58408,321,43,Graveyard,Graveyard,321.3125,-42.6875,321.5,-43.5,Cemetery
The Buckinging Cemetery,Ykalon,41128,58408,321,43,Graveyard,Graveyard,321.3125,-42.6875,321.5,-43.5,Cemetery
The Buckington Plantation,Wrothgarian Mountains,123432,45992,964,140,HomeFarms,HomeFarms,964.3125,-139.6875,964.5,-140.5,
Graybury Minster,Wrothgarian Mountains,124952,45976,976,140,TownHamlet,TownHamlet,976.1875,-139.8125,976.5,-140.5,
The Copperwing Graveyard,Wrothgarian Mountains,125352,45992,979,140,Graveyard,Graveyard,979.3125,-139.6875,979.5,-140.5,Cemetery
The Fox and Bird Inn,Wrothgarian Mountains,126248,45992,986,140,Tavern,Tavern,986.3125,-139.6875,986.5,-140.5,
Ruins of Copperhart Court,Wrothgarian Mountains,102824,45864,803,141,DungeonRuin,DungeonRuin,803.3125,-140.6875,803.5,-141.5,Mine
Ruins of The Woodford Farmstead,Wrothgarian Mountains,108968,45864,851,141,DungeonRuin,DungeonRuin,851.3125,-140.6875,851.5,-141.5,OrcStronghold
Ruins of Old Evelara's Farm,Wrothgarian Mountains,119208,45864,931,141,DungeonRuin,DungeonRuin,931.3125,-140.6875,931.5,-141.5,NaturalCave
Ruins of Old Evelara's Farm,Wrothgarian Mountains,119208,45864,931,141,DungeonRuin,DungeonRuin,931.3125,-140.6875,931.5,-141.5,VampireHaunt
Ruins of Old Evelara's Farm,Kambria,78504,55848,613,63,DungeonRuin,DungeonRuin,613.3125,-62.6875,613.5,-63.5,NaturalCave
Ruins of Old Evelara's Farm,Kambria,78504,55848,613,63,DungeonRuin,DungeonRuin,613.3125,-62.6875,613.5,-63.5,VampireHaunt
Baelhead,Wrothgarian Mountains,120200,45840,939,141,TownCity,TownCity,939.0625,-140.875,939.5,-141.5,
Infinite Prophet of Kynareth,Wrothgarian Mountains,125992,45864,984,141,ReligionTemple,ReligionTemple,984.3125,-140.6875,984.5,-141.5,
Wailing Idol of Kynareth,Wrothgarian Mountains,103464,45736,808,142,ReligionTemple,ReligionTemple,808.3125,-141.6875,808.5,-142.5,
Old Chrystanna's Hovel,Wrothgarian Mountains,103720,45736,810,142,HomePoor,HomePoor,810.3125,-141.6875,810.5,-142.5,
Bleeding Seer of Kynareth,Wrothgarian Mountains,115880,45736,905,142,ReligionTemple,ReligionTemple,905.3125,-141.6875,905.5,-142.5,
Bleeding Seer of Kynareth,Daggerfall,35752,36904,279,211,ReligionTemple,ReligionTemple,279.3125,-210.6875,279.5,-211.5,
Bleeding Seer of Kynareth,Alcaire,92328,47912,721,125,ReligionTemple,ReligionTemple,721.3125,-124.6875,721.5,-125.5,
Aldingmore,Wrothgarian Mountains,117528,45712,918,142,TownHamlet,TownHamlet,918.1875,-141.875,918.5,-142.5,
The Restless Castle Inn,Wrothgarian Mountains,122024,45736,953,142,Tavern,Tavern,953.3125,-141.6875,953.5,-142.5,
Singing,Wrothgarian Mountains,123536,45720,965,142,TownHamlet,TownHamlet,965.125,-141.8125,965.5,-142.5,
Ruins of Old Belladara's Farm,Wrothgarian Mountains,124968,45736,976,142,DungeonRuin,DungeonRuin,976.3125,-141.6875,976.5,-142.5,GiantStronghold
The Cave of Demerena,Wrothgarian Mountains,105640,45608,825,143,DungeonLabyrinth,DungeonLabyrinth,825.3125,-142.6875,825.5,-143.5,NaturalCave
Ruins of Old Chrystara's Place,Wrothgarian Mountains,107304,45608,838,143,DungeonRuin,DungeonRuin,838.3125,-142.6875,838.5,-143.5,Mine
Holy Omen of Kynareth,Wrothgarian Mountains,117928,45608,921,143,ReligionTemple,ReligionTemple,921.3125,-142.6875,921.5,-143.5,
Holy Omen of Kynareth,Daggerfall,35752,39976,279,187,ReligionTemple,ReligionTemple,279.3125,-186.6875,279.5,-187.5,
Holy Omen of Kynareth,Alcaire,94888,46888,741,133,ReligionTemple,ReligionTemple,741.3125,-132.6875,741.5,-133.5,
The Mines of Andoryan,Wrothgarian Mountains,125608,45608,981,143,DungeonLabyrinth,DungeonLabyrinth,981.3125,-142.6875,981.5,-143.5,Mine
Old Lysabyth's Farm,Wrothgarian Mountains,102824,45480,803,144,HomeFarms,HomeFarms,803.3125,-143.6875,803.5,-144.5,
Old Lysabyth's Farm,Daggerfall,23976,38696,187,197,HomeFarms,HomeFarms,187.3125,-196.6875,187.5,-197.5,
Joyous Tree of Kynareth,Wrothgarian Mountains,103464,45480,808,144,ReligionTemple,ReligionTemple,808.3125,-143.6875,808.5,-144.5,
Old Carolara's Farm,Wrothgarian Mountains,107048,45480,836,144,HomeFarms,HomeFarms,836.3125,-143.6875,836.5,-144.5,
Old Carolara's Farm,Anticlere,64424,44328,503,153,HomeFarms,HomeFarms,503.3125,-152.6875,503.5,-153.5,
Ruins of The Moorton Farmstead,Wrothgarian Mountains,116904,45480,913,144,DungeonRuin,DungeonRuin,913.3125,-143.6875,913.5,-144.5,Mine
The Kingsly Farmstead,Wrothgarian Mountains,122536,45480,957,144,HomeFarms,HomeFarms,957.3125,-143.6875,957.5,-144.5,
The Kingsly Farmstead,Daggerfall,28072,40488,219,183,HomeFarms,HomeFarms,219.3125,-182.6875,219.5,-183.5,
The Kingsly Farmstead,Ykalon,45992,59816,359,32,HomeFarms,HomeFarms,359.3125,-31.6875,359.5,-32.5,
The Kingsly Farmstead,Daenia,51880,52648,405,88,HomeFarms,HomeFarms,405.3125,-87.6875,405.5,-88.5,
The Kingsly Farmstead,Ilessan Hills,38312,54824,299,71,HomeFarms,HomeFarms,299.3125,-70.6875,299.5,-71.5,
The Gaersley Plantation,Wrothgarian Mountains,124584,45480,973,144,HomeFarms,HomeFarms,973.3125,-143.6875,973.5,-144.5,
The Tower of Buckingford,Wrothgarian Mountains,101416,45352,792,145,DungeonKeep,DungeonKeep,792.3125,-144.6875,792.5,-145.5,Mine
Singborne Court,Wrothgarian Mountains,106528,45344,832,145,TownVillage,TownVillage,832.25,-144.75,832.5,-145.5,
Inner Rebirth of Kynareth,Wrothgarian Mountains,116008,45352,906,145,ReligionTemple,ReligionTemple,906.3125,-144.6875,906.5,-145.5,
Ruins of Castle Coppersley,Wrothgarian Mountains,125992,45352,984,145,DungeonRuin,DungeonRuin,984.3125,-144.6875,984.5,-145.5,Mine
Ruins of Old Vannolda's Hovel,Wrothgarian Mountains,105896,45224,827,146,DungeonRuin,DungeonRuin,827.3125,-145.6875,827.5,-146.5,Coven
