fid,name,type,prefab,worldX,worldY,locationID,terrainX,terrainY,region,gisX,gixY,rotYaxis,climate,color,sink,heightOffset
73419,Rocks,1,WOD_Rocks_Round_Brown_Small_04,314,417,3143741707,37,7,Myrkwasa,314.2890625,-417.9453125,74,Subtropical,Brown,0.5,
73420,Rocks,1,WOD_Rocks_Round_Brown_Small_05,287,446,28786446101,86,101,Myrkwasa,287.671875,-446.2109375,46,Desert,Brown,0.5,
73421,Rocks,1,WOD_Rocks_Round_Brown_Small_06,296,422,2964842291,48,91,Myrkwasa,296.375,-422.2890625,168,Subtropical,Brown,0.5,
73422,Rocks,1,WOD_Rocks_Round_Brown_Small_07,272,420,2720142014,1,14,Myrkwasa,272.0078125,-420.890625,62,Subtropical,Brown,0.5,
73423,Rocks,1,WOD_Rocks_Round_Brown_Small_09,294,407,2942040756,20,56,Myrkwasa,294.15625,-407.5625,-62,Subtropical,Brown,0.5,
73424,Rocks,1,WOD_Rocks_Round_Brown_Small_10,288,439,28813439102,13,102,Myrkwasa,288.1015625,-439.203125,-61,Desert,Brown,0.5,
73425,Rocks,1,WOD_Rocks_Round_Brown_Medium_01,290,413,2904241311,42,11,Myrkwasa,290.328125,-413.9140625,152,Subtropical,Brown,0.5,
73426,Rocks,1,WOD_Rocks_Round_Brown_Medium_02,271,447,2711044778,10,78,Myrkwasa,271.078125,-447.390625,91,Desert,Brown,0.5,
73427,Rocks,1,WOD_Rocks_Round_Brown_Medium_03,275,433,2752543369,25,69,Myrkwasa,275.1953125,-433.4609375,98,Subtropical,Brown,0.5,
73428,Rocks,1,WOD_Rocks_Round_Brown_Medium_04,298,407,2986040755,60,55,Myrkwasa,298.46875,-407.5703125,-144,Subtropical,Brown,0.5,
73429,Rocks,1,WOD_Rocks_Round_Brown_Medium_05,297,413,2979241337,92,37,Myrkwasa,297.71875,-413.7109375,174,Subtropical,Brown,0.5,
73430,Rocks,1,WOD_Rocks_Round_Brown_Medium_06,334,413,33455413113,55,113,Myrkwasa,334.4296875,-413.1171875,59,Subtropical,Brown,0.5,
73431,Rocks,1,WOD_Rocks_Round_Brown_Medium_07,305,430,30511943020,119,20,Myrkwasa,305.9296875,-430.84375,158,Desert,Brown,0.5,
73432,Rocks,1,WOD_Rocks_Round_Brown_Medium_08,255,444,255107444123,107,123,Myrkwasa,255.8359375,-444.0390625,60,Subtropical,Brown,0.5,
73433,Rocks,1,WOD_Rocks_Round_Brown_Medium_09,303,424,30311442488,114,88,Myrkwasa,303.890625,-424.3125,80,Subtropical,Brown,0.5,
73434,Rocks,1,WOD_Rocks_Round_Brown_Medium_11,274,429,2748842970,88,70,Myrkwasa,274.6875,-429.453125,-112,Subtropical,Brown,0.5,
73435,Rocks,1,WOD_Rocks_Round_Brown_Medium_12,298,417,2985741795,57,95,Myrkwasa,298.4453125,-417.2578125,3,Subtropical,Brown,0.5,
73436,Rocks,1,WOD_Rocks_Round_Brown_Large_01,271,431,2712343199,23,99,Myrkwasa,271.1796875,-431.2265625,-73,Subtropical,Brown,0.5,
73437,Rocks,1,WOD_Rocks_Round_Brown_Large_02,245,440,24511144024,111,24,Myrkwasa,245.8671875,-440.8125,-143,Subtropical,Brown,0.5,
73438,Rocks,1,WOD_Rocks_Round_Brown_Large_03,314,402,31410640243,106,43,Myrkwasa,314.828125,-402.6640625,60,Subtropical,Brown,0.5,
73439,Rocks,1,WOD_Rocks_Round_Brown_Large_04,338,416,3388541672,85,72,Myrkwasa,338.6640625,-416.4375,-75,Subtropical,Brown,0.5,
73440,Rocks,1,WOD_Rocks_Round_Brown_Large_05,338,420,3382742060,27,60,Myrkwasa,338.2109375,-420.53125,-173,Desert,Brown,0.5,
73441,Rocks,1,WOD_Rocks_Round_Brown_Large_07,331,416,33139416122,39,122,Myrkwasa,331.3046875,-416.046875,16,Subtropical,Brown,0.5,
73442,Rocks,1,WOD_Rocks_Round_Brown_Large_08,279,430,2795643010,56,10,Myrkwasa,279.4375,-430.921875,149,Subtropical,Brown,0.5,
73443,Rocks,1,WOD_Rocks_Round_Brown_Small_01,267,422,2674142255,41,55,Myrkwasa,267.3203125,-422.5703125,97,Subtropical,Brown,0.5,
73444,Rocks,1,WOD_Rocks_Round_Brown_Small_02,299,422,2999842255,98,55,Myrkwasa,299.765625,-422.5703125,52,Subtropical,Brown,0.5,
73445,Rocks,1,WOD_Rocks_Round_Brown_Small_03,304,412,3042141216,21,16,Myrkwasa,304.1640625,-412.875,37,Subtropical,Brown,0.5,
73446,Rocks,1,WOD_Rocks_Round_Brown_Small_04,306,428,3065542806,55,6,Myrkwasa,306.4296875,-428.953125,51,Desert,Brown,0.5,
73447,Rocks,1,WOD_Rocks_Round_Brown_Small_05,297,409,297115409124,115,124,Myrkwasa,297.8984375,-409.03125,138,Subtropical,Brown,0.5,
73448,Rocks,1,WOD_Rocks_Round_Brown_Small_06,275,446,27582446118,82,118,Myrkwasa,275.640625,-446.078125,-177,Desert,Brown,0.5,
73449,Rocks,1,WOD_Rocks_Round_Brown_Small_07,264,443,26449443109,49,109,Myrkwasa,264.3828125,-443.1484375,-72,Subtropical,Brown,0.5,
73450,Rocks,1,WOD_Rocks_Round_Brown_Small_08,282,434,2820143494,1,94,Myrkwasa,282.0078125,-434.265625,144,Subtropical,Brown,0.5,
73451,Rocks,1,WOD_Rocks_Round_Brown_Small_09,246,447,2463144763,31,63,Myrkwasa,246.2421875,-447.5078125,8,Subtropical,Brown,0.5,
73452,Rocks,1,WOD_Rocks_Round_Brown_Small_10,306,395,30622395105,22,105,Myrkwasa,306.171875,-395.1796875,165,Subtropical,Brown,0.5,
73453,Rocks,1,WOD_Rocks_Round_Brown_Medium_01,264,422,2641142265,11,65,Myrkwasa,264.0859375,-422.4921875,-117,Subtropical,Brown,0.5,
73454,Rocks,1,WOD_Rocks_Round_Brown_Medium_02,298,444,29810444451,104,51,Myrkwasa,298.8125,-444.6015625,-170,Desert,Brown,0.5,
73455,Rocks,1,WOD_Rocks_Round_Brown_Medium_03,297,415,29711641557,116,57,Myrkwasa,297.90625,-415.5546875,-148,Subtropical,Brown,0.5,
73456,Rocks,1,WOD_Rocks_Round_Brown_Medium_04,323,418,32356418120,56,120,Myrkwasa,323.4375,-418.0625,-24,Subtropical,Brown,0.5,
73457,Rocks,1,WOD_Rocks_Round_Brown_Medium_05,316,426,31611142683,111,83,Myrkwasa,316.8671875,-426.3515625,-72,Desert,Brown,0.5,
73458,Rocks,1,WOD_Rocks_Round_Brown_Medium_06,277,431,2770443135,4,35,Myrkwasa,277.03125,-431.7265625,172,Subtropical,Brown,0.5,
73459,Rocks,1,WOD_Rocks_Round_Brown_Medium_07,263,424,2635642409,56,9,Myrkwasa,263.4375,-424.9296875,-78,Subtropical,Brown,0.5,
73460,Rocks,1,WOD_Rocks_Round_Brown_Medium_08,299,429,29966429113,66,113,Myrkwasa,299.515625,-429.1171875,22,Desert,Brown,0.5,
73461,Rocks,1,WOD_Rocks_Round_Brown_Medium_09,323,427,32310642769,106,69,Myrkwasa,323.828125,-427.4609375,-110,Desert,Brown,0.5,
73462,Rocks,1,WOD_Rocks_Round_Brown_Medium_10,307,392,3079139211,91,11,Myrkwasa,307.7109375,-392.9140625,-159,Subtropical,Brown,0.5,
73463,Rocks,1,WOD_Rocks_Round_Brown_Medium_11,293,433,29312843314,128,14,Myrkwasa,294.0,-433.890625,143,Desert,Brown,0.5,
73464,Rocks,1,WOD_Rocks_Round_Brown_Medium_12,309,398,3090239830,2,30,Myrkwasa,309.015625,-398.765625,105,Subtropical,Brown,0.5,
73465,Rocks,1,WOD_Rocks_Round_Brown_Large_03,262,434,26207434112,7,112,Myrkwasa,262.0546875,-434.125,-21,Subtropical,Brown,0.5,
73466,Rocks,1,WOD_Rocks_Round_Brown_Large_05,280,437,2802343712,23,12,Myrkwasa,280.1796875,-437.90625,-161,Subtropical,Brown,0.5,
73467,Rocks,1,WOD_Rocks_Round_Brown_Large_06,319,408,3190440858,4,58,Myrkwasa,319.03125,-408.546875,146,Subtropical,Brown,0.5,
73468,Rocks,1,WOD_Rocks_Round_Brown_Large_07,298,411,2989841150,98,50,Myrkwasa,298.765625,-411.609375,-168,Subtropical,Brown,0.5,
73469,Rocks,1,WOD_Rocks_Round_Brown_Large_09,253,445,2534444562,44,62,Myrkwasa,253.34375,-445.515625,-30,Subtropical,Brown,0.5,
73470,Rocks,1,WOD_Rocks_Round_Brown_Small_01,289,431,2892143184,21,84,Myrkwasa,289.1640625,-431.34375,177,Subtropical,Brown,0.5,
73471,Rocks,1,WOD_Rocks_Round_Brown_Small_02,330,417,3307041720,70,20,Myrkwasa,330.546875,-417.84375,129,Subtropical,Brown,0.5,
73472,Rocks,1,WOD_Rocks_Round_Brown_Small_03,330,406,3308040627,80,27,Myrkwasa,330.625,-406.7890625,-19,Subtropical,Brown,0.5,
73473,Rocks,1,WOD_Rocks_Round_Brown_Small_04,266,422,2666942238,69,38,Myrkwasa,266.5390625,-422.703125,119,Subtropical,Brown,0.5,
73474,Rocks,1,WOD_Rocks_Round_Brown_Small_05,267,412,2673641217,36,17,Myrkwasa,267.28125,-412.8671875,-35,Subtropical,Brown,0.5,
73475,Rocks,1,WOD_Rocks_Round_Brown_Small_06,260,426,260105426112,105,112,Myrkwasa,260.8203125,-426.125,93,Subtropical,Brown,0.5,
73476,Rocks,1,WOD_Rocks_Round_Brown_Small_07,299,428,29955428105,55,105,Myrkwasa,299.4296875,-428.1796875,-132,Desert,Brown,0.5,
73477,Rocks,1,WOD_Rocks_Round_Brown_Small_08,283,430,2836243067,62,67,Myrkwasa,283.484375,-430.4765625,131,Subtropical,Brown,0.5,
73478,Rocks,1,WOD_Rocks_Round_Brown_Small_09,297,444,29710344463,103,63,Myrkwasa,297.8046875,-444.5078125,-48,Desert,Brown,0.5,
73479,Rocks,1,WOD_Rocks_Round_Brown_Small_10,315,425,3150542559,5,59,Myrkwasa,315.0390625,-425.5390625,-177,Desert,Brown,0.5,
73480,Rocks,1,WOD_Rocks_Round_Brown_Medium_02,303,434,3032843433,28,33,Myrkwasa,303.21875,-434.7421875,-148,Desert,Brown,0.5,
73481,Rocks,1,WOD_Rocks_Round_Brown_Medium_03,307,426,30769426106,69,106,Myrkwasa,307.5390625,-426.171875,75,Desert,Brown,0.5,
73482,Rocks,1,WOD_Rocks_Round_Brown_Medium_05,267,425,2678042564,80,64,Myrkwasa,267.625,-425.5,177,Subtropical,Brown,0.5,
73483,Rocks,1,WOD_Rocks_Round_Brown_Medium_06,316,415,3167541576,75,76,Myrkwasa,316.5859375,-415.40625,-21,Subtropical,Brown,0.5,
73484,Rocks,1,WOD_Rocks_Round_Brown_Medium_07,307,388,3077038843,70,43,Myrkwasa,307.546875,-388.6640625,64,Subtropical,Brown,0.5,
73485,Rocks,1,WOD_Rocks_Round_Brown_Medium_09,286,409,286118409115,118,115,Myrkwasa,286.921875,-409.1015625,69,Subtropical,Brown,0.5,
73486,Rocks,1,WOD_Rocks_Round_Brown_Medium_10,294,398,2940539850,5,50,Myrkwasa,294.0390625,-398.609375,48,Subtropical,Brown,0.5,
73487,Rocks,1,WOD_Rocks_Round_Brown_Medium_11,336,421,33612642151,126,51,Myrkwasa,336.984375,-421.6015625,-111,Desert,Brown,0.5,
73488,Rocks,1,WOD_Rocks_Round_Brown_Medium_12,280,418,28005418104,5,104,Myrkwasa,280.0390625,-418.1875,-145,Subtropical,Brown,0.5,
73489,Rocks,1,WOD_Rocks_Round_Brown_Large_01,302,430,30239430103,39,103,Myrkwasa,302.3046875,-430.1953125,119,Desert,Brown,0.5,
73490,Rocks,1,WOD_Rocks_Round_Brown_Large_02,285,439,28511843963,118,63,Myrkwasa,285.921875,-439.5078125,-15,Desert,Brown,0.5,
73491,Rocks,1,WOD_Rocks_Round_Brown_Large_03,319,417,3194341748,43,48,Myrkwasa,319.3359375,-417.625,-12,Subtropical,Brown,0.5,
73493,Rocks,1,WOD_Rocks_Round_Brown_Large_06,279,406,27912040621,120,21,Myrkwasa,279.9375,-406.8359375,-156,Subtropical,Brown,0.5,
73494,Rocks,1,WOD_Rocks_Round_Brown_Large_07,268,420,2684742034,47,34,Myrkwasa,268.3671875,-420.734375,134,Subtropical,Brown,0.5,
73495,Rocks,1,WOD_Rocks_Round_Brown_Large_08,297,431,29754431106,54,106,Myrkwasa,297.421875,-431.171875,158,Desert,Brown,0.5,
73496,Rocks,1,WOD_Rocks_Round_Brown_Large_09,277,434,2772143438,21,38,Myrkwasa,277.1640625,-434.703125,-175,Subtropical,Brown,0.5,
73497,Rocks,1,WOD_Rocks_Round_Brown_Small_01,289,436,2891643638,16,38,Myrkwasa,289.125,-436.703125,52,Desert,Brown,0.5,
73498,Rocks,1,WOD_Rocks_Round_Brown_Small_02,277,436,2776443606,64,6,Myrkwasa,277.5,-436.953125,-27,Subtropical,Brown,0.5,
73499,Rocks,1,WOD_Rocks_Round_Brown_Small_03,248,438,24810843805,108,5,Myrkwasa,248.84375,-438.9609375,28,Subtropical,Brown,0.5,
73501,Rocks,1,WOD_Rocks_Round_Brown_Small_05,270,449,2702744959,27,59,Myrkwasa,270.2109375,-449.5390625,-133,Desert,Brown,0.5,
73502,Rocks,1,WOD_Rocks_Round_Brown_Small_06,336,406,33663406103,63,103,Myrkwasa,336.4921875,-406.1953125,69,Subtropical,Brown,0.5,
73503,Rocks,1,WOD_Rocks_Round_Brown_Small_07,324,422,3244442240,44,40,Myrkwasa,324.34375,-422.6875,123,Desert,Brown,0.5,
73504,Rocks,1,WOD_Rocks_Round_Brown_Small_08,278,438,2780143860,1,60,Myrkwasa,278.0078125,-438.53125,-152,Subtropical,Brown,0.5,
73505,Rocks,1,WOD_Rocks_Round_Brown_Small_10,263,452,2633845272,38,72,Myrkwasa,263.296875,-452.4375,119,Subtropical,Brown,0.5,
73506,Rocks,1,WOD_Rocks_Round_Brown_Medium_01,270,415,2704441516,44,16,Myrkwasa,270.34375,-415.875,69,Subtropical,Brown,0.5,
73507,Rocks,1,WOD_Rocks_Round_Brown_Medium_02,273,442,2735844286,58,86,Myrkwasa,273.453125,-442.328125,117,Subtropical,Brown,0.5,
73508,Rocks,1,WOD_Rocks_Round_Brown_Medium_03,301,399,30156399112,56,112,Myrkwasa,301.4375,-399.125,-19,Subtropical,Brown,0.5,
73509,Rocks,1,WOD_Rocks_Round_Brown_Medium_04,337,414,3373341422,33,22,Myrkwasa,337.2578125,-414.828125,-5,Subtropical,Brown,0.5,
73510,Rocks,1,WOD_Rocks_Round_Brown_Medium_05,325,413,3259341356,93,56,Myrkwasa,325.7265625,-413.5625,81,Subtropical,Brown,0.5,
73512,Rocks,1,WOD_Rocks_Round_Brown_Medium_07,269,426,269120426126,120,126,Myrkwasa,269.9375,-426.015625,-46,Subtropical,Brown,0.5,
73513,Rocks,1,WOD_Rocks_Round_Brown_Medium_08,280,411,28026411120,26,120,Myrkwasa,280.203125,-411.0625,146,Subtropical,Brown,0.5,
73515,Rocks,1,WOD_Rocks_Round_Brown_Medium_10,304,398,30412139832,121,32,Myrkwasa,304.9453125,-398.75,-99,Subtropical,Brown,0.5,
73516,Rocks,1,WOD_Rocks_Round_Brown_Medium_12,270,419,2706141976,61,76,Myrkwasa,270.4765625,-419.40625,-162,Subtropical,Brown,0.5,
73517,Rocks,1,WOD_Rocks_Round_Brown_Large_03,253,439,2530843945,8,45,Myrkwasa,253.0625,-439.6484375,-81,Subtropical,Brown,0.5,
73518,Rocks,1,WOD_Rocks_Round_Brown_Large_06,316,416,31612241674,122,74,Myrkwasa,316.953125,-416.421875,68,Subtropical,Brown,0.5,
73519,Rocks,1,WOD_Rocks_Round_Brown_Large_07,258,440,2580344091,3,91,Myrkwasa,258.0234375,-440.2890625,32,Subtropical,Brown,0.5,
73520,Rocks,1,WOD_Rocks_Round_Brown_Large_08,284,406,2843940639,39,39,Myrkwasa,284.3046875,-406.6953125,-44,Subtropical,Brown,0.5,
73521,Rocks,1,WOD_Rocks_Round_Brown_Large_09,271,448,27111044878,110,78,Myrkwasa,271.859375,-448.390625,142,Desert,Brown,0.5,
73522,Rocks,1,WOD_Rocks_Round_Brown_Small_02,280,428,280127428103,127,103,Myrkwasa,280.9921875,-428.1953125,-15,Subtropical,Brown,0.5,
73523,Rocks,1,WOD_Rocks_Round_Brown_Small_03,333,424,33381424125,81,125,Myrkwasa,333.6328125,-424.0234375,175,Desert,Brown,0.5,
73524,Rocks,1,WOD_Rocks_Round_Brown_Small_04,299,397,29912839792,128,92,Myrkwasa,300.0,-397.28125,127,Subtropical,Brown,0.5,
73525,Rocks,1,WOD_Rocks_Round_Brown_Small_05,305,437,3054343784,43,84,Myrkwasa,305.3359375,-437.34375,55,Desert,Brown,0.5,
73526,Rocks,1,WOD_Rocks_Round_Brown_Small_06,285,418,2857641859,76,59,Myrkwasa,285.59375,-418.5390625,100,Subtropical,Brown,0.5,
73527,Rocks,1,WOD_Rocks_Round_Brown_Small_07,301,403,3011840307,18,7,Myrkwasa,301.140625,-403.9453125,131,Subtropical,Brown,0.5,
73528,Rocks,1,WOD_Rocks_Round_Brown_Small_08,248,439,24810843962,108,62,Myrkwasa,248.84375,-439.515625,107,Subtropical,Brown,0.5,
73530,Rocks,1,WOD_Rocks_Round_Brown_Small_10,309,422,3095842262,58,62,Myrkwasa,309.453125,-422.515625,165,Subtropical,Brown,0.5,
73531,Rocks,1,WOD_Rocks_Round_Brown_Medium_01,320,428,32010442872,104,72,Myrkwasa,320.8125,-428.4375,132,Desert,Brown,0.5,
73532,Rocks,1,WOD_Rocks_Round_Brown_Medium_02,319,417,3191541733,15,33,Myrkwasa,319.1171875,-417.7421875,-85,Subtropical,Brown,0.5,
73533,Rocks,1,WOD_Rocks_Round_Brown_Medium_04,319,417,31979417110,79,110,Myrkwasa,319.6171875,-417.140625,-4,Subtropical,Brown,0.5,
73534,Rocks,1,WOD_Rocks_Round_Brown_Medium_05,328,416,32857416109,57,109,Myrkwasa,328.4453125,-416.1484375,-107,Subtropical,Brown,0.5,
73535,Rocks,1,WOD_Rocks_Round_Brown_Medium_07,286,441,2869844180,98,80,Myrkwasa,286.765625,-441.375,-14,Desert,Brown,0.5,
73536,Rocks,1,WOD_Rocks_Round_Brown_Medium_08,284,416,2848141691,81,91,Myrkwasa,284.6328125,-416.2890625,113,Subtropical,Brown,0.5,
73537,Rocks,1,WOD_Rocks_Round_Brown_Medium_09,305,424,30510042420,100,20,Myrkwasa,305.78125,-424.84375,67,Subtropical,Brown,0.5,
73538,Rocks,1,WOD_Rocks_Round_Brown_Medium_10,306,428,3067742878,77,78,Myrkwasa,306.6015625,-428.390625,-111,Desert,Brown,0.5,
73539,Rocks,1,WOD_Rocks_Round_Brown_Medium_11,296,416,2969441626,94,26,Myrkwasa,296.734375,-416.796875,122,Subtropical,Brown,0.5,
73540,Rocks,1,WOD_Rocks_Round_Brown_Large_02,317,415,3172441573,24,73,Myrkwasa,317.1875,-415.4296875,132,Subtropical,Brown,0.5,
73541,Rocks,1,WOD_Rocks_Round_Brown_Large_06,314,411,31411341144,113,44,Myrkwasa,314.8828125,-411.65625,-104,Subtropical,Brown,0.5,
73542,Rocks,1,WOD_Rocks_Round_Brown_Large_07,276,429,2763842924,38,24,Myrkwasa,276.296875,-429.8125,-97,Subtropical,Brown,0.5,
73543,Rocks,1,WOD_Rocks_Round_Brown_Large_08,286,410,2864741030,47,30,Myrkwasa,286.3671875,-410.765625,-59,Subtropical,Brown,0.5,
73544,Rocks,1,WOD_Rocks_Round_Brown_Large_09,307,391,3078339105,83,5,Myrkwasa,307.6484375,-391.9609375,-177,Subtropical,Brown,0.5,
73545,Rocks,1,WOD_Rocks_Round_Brown_Small_01,294,428,2941042859,10,59,Myrkwasa,294.078125,-428.5390625,129,Subtropical,Brown,0.5,
73546,Rocks,1,WOD_Rocks_Round_Brown_Small_02,265,451,26508451104,8,104,Myrkwasa,265.0625,-451.1875,54,Subtropical,Brown,0.5,
73547,Rocks,1,WOD_Rocks_Round_Brown_Small_03,285,408,2852840887,28,87,Myrkwasa,285.21875,-408.3203125,-169,Subtropical,Brown,0.5,
73548,Rocks,1,WOD_Rocks_Round_Brown_Small_04,305,394,3055039425,50,25,Myrkwasa,305.390625,-394.8046875,-21,Subtropical,Brown,0.5,
73549,Rocks,1,WOD_Rocks_Round_Brown_Small_06,305,426,305127426105,127,105,Myrkwasa,305.9921875,-426.1796875,-7,Desert,Brown,0.5,
73550,Rocks,1,WOD_Rocks_Round_Brown_Small_07,272,409,272124409109,124,109,Myrkwasa,272.96875,-409.1484375,48,Subtropical,Brown,0.5,
73551,Rocks,1,WOD_Rocks_Round_Brown_Small_08,321,409,3213940901,39,1,Myrkwasa,321.3046875,-409.9921875,173,Subtropical,Brown,0.5,
73552,Rocks,1,WOD_Rocks_Round_Brown_Small_09,269,433,2693343317,33,17,Myrkwasa,269.2578125,-433.8671875,154,Subtropical,Brown,0.5,
73553,Rocks,1,WOD_Rocks_Round_Brown_Medium_01,323,414,32311641463,116,63,Myrkwasa,323.90625,-414.5078125,22,Subtropical,Brown,0.5,
73554,Rocks,1,WOD_Rocks_Round_Brown_Medium_02,316,424,31674424124,74,124,Myrkwasa,316.578125,-424.03125,-32,Subtropical,Brown,0.5,
73555,Rocks,1,WOD_Rocks_Round_Brown_Medium_03,273,419,2734141982,41,82,Myrkwasa,273.3203125,-419.359375,-118,Subtropical,Brown,0.5,
73556,Rocks,1,WOD_Rocks_Round_Brown_Medium_06,301,394,301127394107,127,107,Myrkwasa,301.9921875,-394.1640625,167,Subtropical,Brown,0.5,
73557,Rocks,1,WOD_Rocks_Round_Brown_Medium_07,299,406,2997340647,73,47,Myrkwasa,299.5703125,-406.6328125,167,Subtropical,Brown,0.5,
73558,Rocks,1,WOD_Rocks_Round_Brown_Medium_08,304,404,304116404104,116,104,Myrkwasa,304.90625,-404.1875,134,Subtropical,Brown,0.5,
73559,Rocks,1,WOD_Rocks_Round_Brown_Medium_09,263,451,26360451118,60,118,Myrkwasa,263.46875,-451.078125,-36,Subtropical,Brown,0.5,
73560,Rocks,1,WOD_Rocks_Round_Brown_Medium_10,296,420,2961342051,13,51,Myrkwasa,296.1015625,-420.6015625,164,Subtropical,Brown,0.5,
73561,Rocks,1,WOD_Rocks_Round_Brown_Medium_11,273,436,27311243681,112,81,Myrkwasa,273.875,-436.3671875,74,Subtropical,Brown,0.5,
73562,Rocks,1,WOD_Rocks_Round_Brown_Medium_12,284,412,2841341250,13,50,Myrkwasa,284.1015625,-412.609375,38,Subtropical,Brown,0.5,
73563,Rocks,1,WOD_Rocks_Round_Brown_Large_02,334,421,33410942183,109,83,Myrkwasa,334.8515625,-421.3515625,48,Desert,Brown,0.5,
73564,Rocks,1,WOD_Rocks_Round_Brown_Large_03,337,418,3375441849,54,49,Myrkwasa,337.421875,-418.6171875,118,Desert,Brown,0.5,
73565,Rocks,1,WOD_Rocks_Round_Brown_Large_04,336,414,3361241469,12,69,Myrkwasa,336.09375,-414.4609375,96,Subtropical,Brown,0.5,
73566,Rocks,1,WOD_Rocks_Round_Brown_Large_05,287,411,2876241175,62,75,Myrkwasa,287.484375,-411.4140625,145,Subtropical,Brown,0.5,
73567,Rocks,1,WOD_Rocks_Round_Brown_Large_06,325,420,32503420123,3,123,Myrkwasa,325.0234375,-420.0390625,-158,Subtropical,Brown,0.5,
73568,Rocks,1,WOD_Rocks_Round_Brown_Large_07,287,440,28710244012,102,12,Myrkwasa,287.796875,-440.90625,-9,Desert,Brown,0.5,
73569,Rocks,1,WOD_Rocks_Round_Brown_Large_08,264,418,2642241865,22,65,Myrkwasa,264.171875,-418.4921875,-129,Subtropical,Brown,0.5,
73570,Rocks,1,WOD_Rocks_Round_Brown_Small_01,300,409,30088409105,88,105,Myrkwasa,300.6875,-409.1796875,-91,Subtropical,Brown,0.5,
73571,Rocks,1,WOD_Rocks_Round_Brown_Small_02,269,425,2693242554,32,54,Myrkwasa,269.25,-425.578125,-151,Subtropical,Brown,0.5,
73572,Rocks,1,WOD_Rocks_Round_Brown_Small_03,274,419,27477419115,77,115,Myrkwasa,274.6015625,-419.1015625,-65,Subtropical,Brown,0.5,
73573,Rocks,1,WOD_Rocks_Round_Brown_Small_04,317,414,3171241484,12,84,Myrkwasa,317.09375,-414.34375,-137,Subtropical,Brown,0.5,
73574,Rocks,1,WOD_Rocks_Round_Brown_Small_05,326,408,3261740814,17,14,Myrkwasa,326.1328125,-408.890625,51,Subtropical,Brown,0.5,
73575,Rocks,1,WOD_Rocks_Round_Brown_Small_06,324,418,3241341863,13,63,Myrkwasa,324.1015625,-418.5078125,-56,Subtropical,Brown,0.5,
73576,Rocks,1,WOD_Rocks_Round_Brown_Small_07,328,419,32890419128,90,128,Myrkwasa,328.703125,-419.0,-96,Subtropical,Brown,0.5,
73577,Rocks,1,WOD_Rocks_Round_Brown_Small_10,290,401,29011840155,118,55,Myrkwasa,290.921875,-401.5703125,-64,Subtropical,Brown,0.5,
73578,Rocks,1,WOD_Rocks_Round_Brown_Medium_01,309,392,3097239294,72,94,Myrkwasa,309.5625,-392.265625,-45,Subtropical,Brown,0.5,
73579,Rocks,1,WOD_Rocks_Round_Brown_Medium_02,297,409,29735409100,35,100,Myrkwasa,297.2734375,-409.21875,115,Subtropical,Brown,0.5,
73580,Rocks,1,WOD_Rocks_Round_Brown_Medium_06,330,409,3306140930,61,30,Myrkwasa,330.4765625,-409.765625,70,Subtropical,Brown,0.5,
73581,Rocks,1,WOD_Rocks_Round_Brown_Medium_07,301,417,30118417103,18,103,Myrkwasa,301.140625,-417.1953125,-144,Subtropical,Brown,0.5,
73582,Rocks,1,WOD_Rocks_Round_Brown_Medium_08,323,419,32359419117,59,117,Myrkwasa,323.4609375,-419.0859375,145,Subtropical,Brown,0.5,
73583,Rocks,1,WOD_Rocks_Round_Brown_Medium_09,286,416,2865341626,53,26,Myrkwasa,286.4140625,-416.796875,-149,Subtropical,Brown,0.5,
73584,Rocks,1,WOD_Rocks_Round_Brown_Medium_10,301,419,3015441977,54,77,Myrkwasa,301.421875,-419.3984375,153,Subtropical,Brown,0.5,
73585,Rocks,1,WOD_Rocks_Round_Brown_Medium_11,267,438,26710243855,102,55,Myrkwasa,267.796875,-438.5703125,-132,Subtropical,Brown,0.5,
73586,Rocks,1,WOD_Rocks_Round_Brown_Medium_12,292,441,2922244144,22,44,Myrkwasa,292.171875,-441.65625,-34,Desert,Brown,0.5,
73587,Rocks,1,WOD_Rocks_Round_Brown_Large_01,301,399,30144399114,44,114,Myrkwasa,301.34375,-399.109375,142,Subtropical,Brown,0.5,
73588,Rocks,1,WOD_Rocks_Round_Brown_Large_02,300,437,3005443781,54,81,Myrkwasa,300.421875,-437.3671875,0,Desert,Brown,0.5,
73589,Rocks,1,WOD_Rocks_Round_Brown_Large_04,287,418,2874041812,40,12,Myrkwasa,287.3125,-418.90625,-86,Subtropical,Brown,0.5,
73590,Rocks,1,WOD_Rocks_Round_Brown_Large_05,278,411,2780341149,3,49,Myrkwasa,278.0234375,-411.6171875,91,Subtropical,Brown,0.5,
73591,Rocks,1,WOD_Rocks_Round_Brown_Large_07,308,401,3087540134,75,34,Myrkwasa,308.5859375,-401.734375,36,Subtropical,Brown,0.5,
73592,Rocks,1,WOD_Rocks_Round_Brown_Large_08,286,436,2868343625,83,25,Myrkwasa,286.6484375,-436.8046875,140,Subtropical,Brown,0.5,
73593,Rocks,1,WOD_Rocks_Round_Brown_Large_09,291,423,29111642303,116,3,Myrkwasa,291.90625,-423.9765625,-178,Subtropical,Brown,0.5,
73594,Rocks,1,WOD_Rocks_Round_Brown_Small_04,293,434,2935943443,59,43,Myrkwasa,293.4609375,-434.6640625,-170,Desert,Brown,0.5,
